""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"12"	"XM_060076871.1"	29.7255373151612	0.7575847923904	0.234391052055177	3.23606021958289	0.00121191813878686	0.0231001275001978	"Q9H2B2"	1.68e-138	"Synaptotagmin-4 (Synaptotagmin IV) (SytIV)"	"Homo sapiens (Human)"	"calcium-ion regulated exocytosis [GO:0017156]; cell differentiation [GO:0030154]; cellular response to calcium ion [GO:0071277]; dense core granule cytoskeletal transport [GO:0099519]; memory [GO:0007613]; negative regulation of calcium ion-dependent exocytosis [GO:0045955]; negative regulation of catecholamine secretion [GO:0033604]; negative regulation of protein secretion [GO:0050709]; negative regulation of retrograde trans-synaptic signaling by neuropeptide [GO:1905433]; negative regulation of short-term neuronal synaptic plasticity [GO:0048174]; negative regulation of synaptic vesicle exocytosis [GO:2000301]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; positive regulation of dendrite extension [GO:1903861]; positive regulation of dense core granule exocytosis [GO:1905415]; positive regulation of glutamate secretion [GO:0014049]; regulation of calcium ion-dependent exocytosis [GO:0017158]; regulation of dopamine secretion [GO:0014059]; regulation of endocytosis [GO:0030100]; regulation of postsynaptic dense core vesicle exocytosis [GO:0150044]; regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0150035]; regulation of vesicle fusion [GO:0031338]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]"	"GO:0000139; GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0006906; GO:0007269; GO:0007613; GO:0014049; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0030100; GO:0030154; GO:0030276; GO:0030424; GO:0030425; GO:0030672; GO:0031338; GO:0032127; GO:0033604; GO:0043025; GO:0045202; GO:0045955; GO:0045956; GO:0048174; GO:0048471; GO:0050709; GO:0070382; GO:0071277; GO:0097449; GO:0098978; GO:0098992; GO:0099012; GO:0099519; GO:0150035; GO:0150044; GO:1903861; GO:1905415; GO:1905433; GO:1990742; GO:2000301"
"13"	"XM_060064095.1"	1481.40099968271	-0.694124467331102	0.13064653285682	-5.31294275735456	1.07868930369509e-07	1.84210315643214e-05	"P09244"	0	"Tubulin beta-7 chain (Tubulin beta 4')"	"Gallus gallus (Chicken)"	"microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]"	"GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872"
"14"	"XM_060060312.1"	3898.35629819076	0.807858617934701	0.227281139078525	3.55694466338642	0.000375193150263514	0.010090822178342	"Q9PT92"	0	"Catalase (EC 1.11.1.6)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"hydrogen peroxide catabolic process [GO:0042744]; response to copper ion [GO:0046688]; response to hydrogen peroxide [GO:0042542]"	"GO:0004096; GO:0005737; GO:0005739; GO:0005777; GO:0020037; GO:0042542; GO:0042744; GO:0046688; GO:0046872"
"15"	"XR_009522629.1"	50.2241536222546	-0.910843349728066	0.276912821383323	-3.30117408521934	0.000962811226039031	0.019964313724531	NA	NA	NA	NA	NA	NA
"16"	"XM_060044070.1"	50.3237881103099	-0.632597395543557	0.213843139322151	-2.95816279869515	0.00309478630918574	0.0448669642004684	"Q5XLR4"	2.64e-48	"Borealin (Cell division cycle-associated protein 8) (Dasra-B) (DasraB) (DrDasraB)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell division [GO:0051301]; heart development [GO:0007507]; mitotic sister chromatid segregation [GO:0000070]"	"GO:0000070; GO:0000775; GO:0005634; GO:0005737; GO:0007507; GO:0032133; GO:0051233; GO:0051301"
"17"	"XM_060074499.1"	24.4824769216692	1.02475880237536	0.217676411206781	4.69537751005627	2.6611479596916e-06	0.000239903059627992	"Q8R3Y5"	4.01e-77	"Uncharacterized protein C19orf47 homolog"	"Mus musculus (Mouse)"	""	"GO:0005634; GO:0005654"
"18"	"XR_009523488.1"	908.389729245875	0.971711020159248	0.256734724330082	3.7951689347524	0.000147542957654692	0.00494280673929315	NA	NA	NA	NA	NA	NA
"19"	"XM_060037437.1"	30.3603942856987	0.844841405924175	0.277823315718776	3.04972149181977	0.00229053666340018	0.0360935653523787	"Q9PT84"	0	"Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel) (ERG) (Eag-related protein) (Ether-a-go-go-related protein) (Voltage-gated potassium channel subunit Kv11.2)"	"Gallus gallus (Chicken)"	"membrane repolarization during action potential [GO:0086011]; potassium ion transmembrane transport [GO:0071805]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]"	"GO:0005242; GO:0005249; GO:0005886; GO:0034765; GO:0042391; GO:0071805; GO:0086011"
"20"	"XR_009529932.1"	52.9180604510175	0.888372962749171	0.248939053414962	3.56986121289927	0.000357170408535216	0.00976870368656538	NA	NA	NA	NA	NA	NA
"21"	"XM_060035905.1"	87.9019929906955	-0.590553844787732	0.165779912064147	-3.56093089787284	0.00036954233609947	0.0100287296767046	"Q8C7Q4"	9.11e-52	"RNA-binding protein 4 (Lark homolog) (mLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)"	"Mus musculus (Mouse)"	"cap-independent translational initiation [GO:0002190]; circadian regulation of gene expression [GO:0032922]; circadian regulation of translation [GO:0097167]; enteroendocrine cell differentiation [GO:0035883]; entrainment of circadian clock by photoperiod [GO:0043153]; glucose homeostasis [GO:0042593]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; IRES-dependent translational initiation of linear mRNA [GO:0002192]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of translation [GO:0017148]; negative regulation of translation in response to stress [GO:0032055]; negative regulation of translational initiation [GO:0045947]; pancreas development [GO:0031016]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of nucleocytoplasmic transport [GO:0046822]; response to arsenic-containing substance [GO:0046685]"	"GO:0000381; GO:0000398; GO:0002190; GO:0002192; GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0008270; GO:0010468; GO:0010494; GO:0016607; GO:0017148; GO:0030332; GO:0031016; GO:0032055; GO:0032922; GO:0035198; GO:0035278; GO:0035773; GO:0035883; GO:0036002; GO:0042593; GO:0043153; GO:0045727; GO:0045947; GO:0046626; GO:0046685; GO:0046822; GO:0048471; GO:0051149; GO:0097157; GO:0097158; GO:0097167"
"22"	"XM_060039361.1"	103.215703658474	-0.90570315164821	0.198760551377278	-4.55416028372212	5.2595243857918e-06	0.000416891734805875	"Q91ZT8"	3.24e-71	"Ankyrin repeat and SOCS box protein 9 (ASB-9)"	"Mus musculus (Mouse)"	"intracellular signal transduction [GO:0035556]; positive regulation of protein catabolic process [GO:0045732]; protein ubiquitination [GO:0016567]"	"GO:0005739; GO:0016567; GO:0035556; GO:0045732"
"23"	"XM_060051533.1"	320.355568072341	0.647310383521626	0.198025849511305	3.26964188601969	0.00107683717236086	0.0213941720149474	NA	NA	NA	NA	NA	NA
"24"	"XR_009526130.1"	60.9270216882989	0.610906856702577	0.208730855450739	2.92536845788826	0.00344048595612961	0.0477179187579773	NA	NA	NA	NA	NA	NA
"25"	"XM_060068482.1"	1226.59881891717	-0.684694885625989	0.165204215637054	-4.14442930227278	3.40661030796383e-05	0.00170777683815705	"Q8AY32"	0	"Protein transport protein Sec61 subunit alpha"	"Gadus ogac (Greenland cod)"	"pronephric nephron development [GO:0039019]; protein targeting to ER [GO:0045047]"	"GO:0005789; GO:0039019; GO:0045047"
"26"	"XM_060052671.1"	24.7125602142549	0.750112634803351	0.250135535573665	2.99674873080972	0.00272875527847623	0.0407953769568635	NA	NA	NA	NA	NA	NA
"27"	"XM_060064019.1"	299.58428582064	-1.02142745726242	0.258702053405367	-3.95089469525194	7.78595793588714e-05	0.00313302770964194	"P08103"	0	"Tyrosine-protein kinase HCK (EC 2.7.10.2) (B-cell/myeloid kinase) (BMK) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p56-HCK/p59-HCK)"	"Mus musculus (Mouse)"	"cell differentiation [GO:0030154]; defense response to Gram-positive bacterium [GO:0050830]; exocytosis [GO:0006887]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; localization [GO:0051179]; negative regulation of apoptotic process [GO:0043066]; peptidyl-tyrosine phosphorylation [GO:0018108]; phagocytosis [GO:0006909]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of cell population proliferation [GO:0008284]; protein autophosphorylation [GO:0046777]; regulation of cell shape [GO:0008360]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of phagocytosis [GO:0050764]; regulation of podosome assembly [GO:0071801]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"	"GO:0001784; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005634; GO:0005764; GO:0005794; GO:0005829; GO:0005884; GO:0005886; GO:0005901; GO:0005925; GO:0006887; GO:0006909; GO:0006954; GO:0007169; GO:0008284; GO:0008289; GO:0008360; GO:0018108; GO:0030133; GO:0030154; GO:0031234; GO:0042995; GO:0043066; GO:0043231; GO:0045087; GO:0046777; GO:0050764; GO:0050830; GO:0051090; GO:0051179; GO:0071801; GO:2000251"
"28"	"XM_060069911.1"	14.1294590289505	0.809986805439741	0.225296492686903	3.58290998918392	0.000339787717416724	0.00941588522999775	"P17920"	5.14e-56	"Myogenin (Myogenic factor)"	"Gallus gallus (Chicken)"	"cellular response to estradiol stimulus [GO:0071392]; muscle cell fate commitment [GO:0042693]; myoblast differentiation [GO:0045445]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of muscle atrophy [GO:0014737]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of skeletal muscle fiber development [GO:0048743]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of myoblast fusion [GO:1901739]; regulation of skeletal muscle satellite cell proliferation [GO:0014842]; regulation of transcription by RNA polymerase II [GO:0006357]; response to denervation involved in regulation of muscle adaptation [GO:0014894]; response to electrical stimulus involved in regulation of muscle adaptation [GO:0014878]; response to muscle activity involved in regulation of muscle adaptation [GO:0014873]; skeletal muscle cell differentiation [GO:0035914]; striated muscle atrophy [GO:0014891]; transdifferentiation [GO:0060290]"	"GO:0000978; GO:0000981; GO:0001216; GO:0003700; GO:0005634; GO:0005667; GO:0006357; GO:0008285; GO:0010831; GO:0014737; GO:0014842; GO:0014873; GO:0014878; GO:0014891; GO:0014894; GO:0032993; GO:0035914; GO:0042693; GO:0042802; GO:0043425; GO:0045445; GO:0045663; GO:0045944; GO:0046983; GO:0048743; GO:0051726; GO:0060290; GO:0070888; GO:0071392; GO:1901739"
"29"	"XR_009523849.1"	18.7630800830792	0.928935955080766	0.283673996277948	3.33071201152536	0.000866241704335234	0.0184350628161718	NA	NA	NA	NA	NA	NA
"30"	"XM_060036491.1"	48.5330553316361	-0.932589419015457	0.196995823977848	-4.73170935835506	2.22637033780615e-06	0.000207844039758303	"P81004"	2.1e-158	"Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin)"	"Xenopus laevis (African clawed frog)"	""	"GO:0000166; GO:0005741; GO:0008308; GO:0015288; GO:0046930"
"31"	"XM_060038443.1"	95.6854157466905	-1.2680245888567	0.259086864157627	-4.89679606718849	9.74118381642715e-07	0.000107774199278219	"Q9QYR7"	2.69e-56	"Acyl-coenzyme A thioesterase 3 (Acyl-CoA thioesterase 3) (EC 3.1.2.2) (PTE-Ia) (Peroxisomal acyl-coenzyme A thioester hydrolase 2a) (Peroxisomal long-chain acyl-CoA thioesterase 2)"	"Mus musculus (Mouse)"	"acyl-CoA metabolic process [GO:0006637]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid metabolic process [GO:0001676]; saturated monocarboxylic acid metabolic process [GO:0032788]; unsaturated monocarboxylic acid metabolic process [GO:0032789]; very long-chain fatty acid metabolic process [GO:0000038]"	"GO:0000038; GO:0001676; GO:0005777; GO:0005829; GO:0006631; GO:0006637; GO:0016290; GO:0032788; GO:0032789; GO:0047617; GO:0102991"
"32"	"XM_060075037.1"	2399.26138656497	-1.03972396241914	0.259799060370985	-4.00509648781864	6.1992171771009e-05	0.00264808379596158	"P27473"	2.88e-38	"Interferon-induced protein 44 (Antigen p44) (Non-A non-B hepatitis-associated microtubular aggregates protein)"	"Pan troglodytes (Chimpanzee)"	"immune response [GO:0006955]; response to bacterium [GO:0009617]"	"GO:0005737; GO:0006955; GO:0009617"
"33"	"XM_060066555.1"	571.403702777798	-0.829809564469694	0.170396656833056	-4.86975900043955	1.11734440703072e-06	0.000120978449843713	"O94826"	0	"Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)"	"Homo sapiens (Human)"	"activation of innate immune response [GO:0002218]; cellular response to virus [GO:0098586]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of protein import [GO:1904591]; protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial inner membrane [GO:0045039]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]; regulation of apoptotic process [GO:0042981]; response to thyroxine [GO:0097068]"	"GO:0002218; GO:0002230; GO:0005739; GO:0005741; GO:0005742; GO:0006626; GO:0008320; GO:0016020; GO:0030150; GO:0030943; GO:0032728; GO:0042981; GO:0045039; GO:0045040; GO:0061052; GO:0070062; GO:0097068; GO:0098586; GO:1904591"
"34"	"XM_060072879.1"	114.09751502538	0.993741599708	0.280634070607868	3.83341495005347	0.000126376507821993	0.00443161693956756	"Q5ZKL5"	4.57e-138	"Prolyl endopeptidase-like (EC 3.4.21.-) (Prolylendopeptidase-like)"	"Gallus gallus (Chicken)"	"proteolysis [GO:0006508]"	"GO:0004252; GO:0005794; GO:0005829; GO:0005856; GO:0006508"
"35"	"XR_009527443.1"	106.164416561369	0.775992484899694	0.263496433814728	2.94990721121771	0.00317869378413515	0.0455757426182654	NA	NA	NA	NA	NA	NA
"36"	"XM_060064180.1"	193.530939818248	0.6305710713578	0.152343852561323	4.139252032026	3.48439993055315e-05	0.00174261477479212	"Q99L88"	0	"Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (Syntrophin-2)"	"Mus musculus (Mouse)"	""	"GO:0003779; GO:0005198; GO:0005516; GO:0005737; GO:0005856; GO:0016010; GO:0030165; GO:0032991; GO:0042383; GO:0045202; GO:0070161"
"37"	"XM_060048078.1"	18392.4793513805	0.990090464930309	0.262207927164245	3.78876962548585	0.000151395222710773	0.00501586222876938	"P51410"	2.31e-124	"60S ribosomal protein L9"	"Mus musculus (Mouse)"	"cytoplasmic translation [GO:0002181]; translation [GO:0006412]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]"	"GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0019843; GO:0022625; GO:0022626; GO:0045202; GO:0098793; GO:0098794; GO:0140236; GO:0140242"
"38"	"XM_060049763.1"	647.227939870545	0.693862500606884	0.127483487381279	5.44266152036091	5.2490328427067e-08	1.05005652248623e-05	"O14494"	2.74e-45	"Phospholipid phosphatase 1 (EC 3.1.3.-) (EC 3.1.3.106) (EC 3.1.3.4) (EC 3.6.1.75) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)"	"Homo sapiens (Human)"	"androgen receptor signaling pathway [GO:0030521]; ceramide metabolic process [GO:0006672]; intracellular steroid hormone receptor signaling pathway [GO:0030518]; negative regulation of cell population proliferation [GO:0008285]; phospholipid dephosphorylation [GO:0046839]; phospholipid metabolic process [GO:0006644]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; regulation of lipid metabolic process [GO:0019216]; signal transduction [GO:0007165]; sphingolipid biosynthetic process [GO:0030148]; sphingosine metabolic process [GO:0006670]"	"GO:0000810; GO:0005886; GO:0005901; GO:0006644; GO:0006670; GO:0006672; GO:0007165; GO:0007205; GO:0008195; GO:0008285; GO:0016020; GO:0016324; GO:0019216; GO:0030148; GO:0030518; GO:0030521; GO:0042392; GO:0042577; GO:0045121; GO:0046839; GO:0070062; GO:0106235"
"39"	"XR_009528446.1"	331.575061234799	-0.823095495555506	0.249468464205046	-3.29992067992178	0.000967121589141238	0.0199944773424328	NA	NA	NA	NA	NA	NA
"40"	"XM_060042570.1"	1331.59182728863	-0.770947727694691	0.251047114621669	-3.07101925666229	0.00213329392008505	0.0344161588259497	NA	NA	NA	NA	NA	NA
"41"	"XM_060066260.1"	794.032763365505	0.629344286133793	0.179640931193693	3.50367683608563	0.000458881866048836	0.0115990536658914	"Q8BLV3"	0	"Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7)"	"Mus musculus (Mouse)"	"potassium ion transmembrane transport [GO:0071805]; regulation of Golgi lumen acidification [GO:1905526]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; sodium ion import across plasma membrane [GO:0098719]"	"GO:0005802; GO:0005886; GO:0006885; GO:0015385; GO:0015386; GO:0016020; GO:0043231; GO:0051453; GO:0055037; GO:0055038; GO:0071805; GO:0098719; GO:1905526"
"42"	"XM_060062062.1"	19.3233331438195	0.943579545577966	0.28730752321738	3.33540614584285	0.000851748998042317	0.0184350628161718	"P14650"	0	"Thyroid peroxidase (TPO) (EC 1.11.1.8)"	"Rattus norvegicus (Rat)"	"cellular response to nitric oxide [GO:0071732]; embryonic hemopoiesis [GO:0035162]; hormone biosynthetic process [GO:0042446]; hydrogen peroxide catabolic process [GO:0042744]; response to lipid [GO:0033993]; response to oxidative stress [GO:0006979]; thyroid hormone generation [GO:0006590]"	"GO:0004447; GO:0004601; GO:0005509; GO:0005615; GO:0005886; GO:0006590; GO:0006979; GO:0009986; GO:0020037; GO:0033993; GO:0035162; GO:0042446; GO:0042744; GO:0071732"
"43"	"XM_060060166.1"	111.579522903698	-1.13980490709683	0.23693143669938	-4.80896569911678	1.51713233790749e-06	0.000154358525738449	"I6M4H4"	7.76e-49	"Zona pellucida sperm-binding protein 1 (Zona pellucida glycoprotein 1) (Zp-1) [Cleaved into: Processed zona pellucida sperm-binding protein 1]"	"Oryctolagus cuniculus (Rabbit)"	"single fertilization [GO:0007338]"	"GO:0005576; GO:0005886; GO:0007338; GO:0035804; GO:0035805"
"44"	"XM_060073779.1"	791.981277691176	-0.632105860629799	0.135220347785313	-4.67455433211406	2.94592640666059e-06	0.000259996572150864	"Q28F07"	0	"Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 2) (Histone-arginine N-methyltransferase PRMT1)"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"cardiac muscle tissue development [GO:0048738]; histone methylation [GO:0016571]; metamorphosis [GO:0007552]; negative regulation of megakaryocyte differentiation [GO:0045653]; neurogenesis [GO:0022008]; peptidyl-arginine methylation [GO:0018216]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; protein homooligomerization [GO:0051260]; protein methylation [GO:0006479]; regulation of histone modification [GO:0031056]; regulation of megakaryocyte differentiation [GO:0045652]; RNA splicing [GO:0008380]"	"GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006479; GO:0007552; GO:0008170; GO:0008276; GO:0008284; GO:0008380; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035241; GO:0035242; GO:0042054; GO:0042802; GO:0044020; GO:0045652; GO:0045653; GO:0045893; GO:0048738; GO:0051260; GO:1904047"
"45"	"XR_009529102.1"	40.8567708978658	0.95717067958975	0.181016967820745	5.2832673169159	1.26900012230142e-07	2.06630601309623e-05	"Q9WVR6"	9.88e-26	"Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (Solute carrier family 7 member 8)"	"Rattus norvegicus (Rat)"	"amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; glycine transport [GO:0015816]; L-alanine import across plasma membrane [GO:1904273]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-leucine import across plasma membrane [GO:1903801]; leucine import across plasma membrane [GO:0098713]; leucine transport [GO:0015820]; neutral amino acid transport [GO:0015804]; proline transmembrane transport [GO:0035524]; thyroid hormone transport [GO:0070327]; tryptophan transport [GO:0015827]; valine transport [GO:0015829]"	"GO:0005737; GO:0005886; GO:0006865; GO:0009925; GO:0015101; GO:0015171; GO:0015175; GO:0015179; GO:0015180; GO:0015187; GO:0015190; GO:0015349; GO:0015804; GO:0015807; GO:0015816; GO:0015820; GO:0015827; GO:0015829; GO:0016323; GO:0016324; GO:0019534; GO:0031528; GO:0035524; GO:0042605; GO:0070327; GO:0089718; GO:0098713; GO:1902475; GO:1903801; GO:1904273"
