ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q8NHV1	GTPase, IMAP family member 7(GIMAP7)	Homo sapiens			GO:0046039~GTP metabolic process,	GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005811~lipid particle,	GO:0003924~GTPase activity,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,	IPR006703:G_AIG1,IPR027417:P-loop_NTPase,IPR045058:GIMA/IAN/Toc,						KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0551~Lipid droplet,KW-0963~Cytoplasm,			KW-0175~Coiled coil,	KW-0342~GTP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AIG1-type G,MUTAGEN:E->W: Impairs dimerization and abolishes GTPase activity. No effect on GTP binding.,MUTAGEN:R->D: Abolishes GTPase activity. No effect on GTP binding and on dimerization.,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,SITE:Important for catalytic activity,
Q6GM86	H2A.X variant histone S homeolog(h2ax.S)	Xenopus laevis			GO:0006281~DNA repair,GO:0006310~DNA recombination,GO:0006974~cellular response to DNA damage stimulus,GO:0007049~cell cycle,GO:0051321~meiotic cell cycle,	GO:0000786~nucleosome,GO:0005634~nucleus,GO:0005694~chromosome,GO:0005813~centrosome,	GO:0003677~DNA binding,GO:0030527~structural constituent of chromatin,GO:0046982~protein heterodimerization activity,	IPR002119:Histone_H2A,IPR007125:Histone_H2A/H2B/H3,IPR009072:Histone-fold,IPR032454:Histone_H2A_C,IPR032458:Histone_H2A_CS,	xla03082:ATP-dependent chromatin remodeling,xla04217:Necroptosis,			SM00414:H2A,	KW-0131~Cell cycle,KW-0227~DNA damage,KW-0233~DNA recombination,KW-0234~DNA repair,KW-0469~Meiosis,	KW-0158~Chromosome,KW-0539~Nucleus,KW-0544~Nucleosome core,					KW-0238~DNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),DOMAIN:Histone H2A C-terminal,DOMAIN:Histone H2A/H2B/H3,MOTIF:[ST]-Q motif,REGION:Disordered,
Q9NVX0	HAUS augmin like complex subunit 2(HAUS2)	Homo sapiens			GO:0007020~microtubule nucleation,GO:0007098~centrosome cycle,GO:0010968~regulation of microtubule nucleation,GO:0031023~microtubule organizing center organization,GO:0051225~spindle assembly,GO:0051301~cell division,	GO:0005813~centrosome,GO:0005829~cytosol,GO:0070652~HAUS complex,GO:1990498~mitotic spindle microtubule,	GO:0005515~protein binding,	IPR026242:HAUS2_metazoa,IPR028346:HAUS2,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,			KW-0175~Coiled coil,
Q9BT25	HAUS augmin like complex subunit 8(HAUS8)	Homo sapiens			GO:0007098~centrosome cycle,GO:0010968~regulation of microtubule nucleation,GO:0051225~spindle assembly,GO:0051301~cell division,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005880~nuclear microtubule,GO:0070652~HAUS complex,GO:1990498~mitotic spindle microtubule,	GO:0005515~protein binding,GO:0008017~microtubule binding,						KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,			KW-0175~Coiled coil,			KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,REGION:Disordered,
Q8BHX1	HAUS augmin-like complex, subunit 1(Haus1)	Mus musculus			GO:0007049~cell cycle,GO:0007098~centrosome cycle,GO:0051225~spindle assembly,GO:0051301~cell division,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0070652~HAUS complex,GO:1990498~mitotic spindle microtubule,		IPR026243:HAUS1,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,			KW-0175~Coiled coil,
Q8BKT8	HAUS augmin-like complex, subunit 7(Haus7)	Mus musculus			GO:0007049~cell cycle,GO:0007098~centrosome cycle,GO:0051225~spindle assembly,GO:0051301~cell division,	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0070652~HAUS complex,GO:1990498~mitotic spindle microtubule,	GO:0031996~thioesterase binding,GO:0051011~microtubule minus-end binding,	IPR029711:Haus7-like,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,							COMPBIAS:Polar residues,REGION:Disordered,
Q15034	HECT and RLD domain containing E3 ubiquitin protein ligase 3(HERC3)	Homo sapiens			GO:0006511~ubiquitin-dependent protein catabolic process,GO:0016567~protein ubiquitination,	GO:0005737~cytoplasm,GO:0031410~cytoplasmic vesicle,	GO:0004842~ubiquitin-protein transferase activity,GO:0061630~ubiquitin protein ligase activity,	IPR000408:Reg_chr_condens,IPR000569:HECT_dom,IPR009091:RCC1/BLIP-II,IPR028641:RCC2,IPR035983:Hect_E3_ubiquitin_ligase,	hsa04120:Ubiquitin mediated proteolysis,			SM00119:HECTc,	KW-0833~Ubl conjugation pathway,	KW-0963~Cytoplasm,KW-0968~Cytoplasmic vesicle,			KW-0677~Repeat,		KW-0808~Transferase,	KW-0832~Ubl conjugation,	ACT_SITE:Glycyl thioester intermediate,DOMAIN:HECT,REPEAT:RCC1,REPEAT:RCC1 1,REPEAT:RCC1 2,REPEAT:RCC1 3,REPEAT:RCC1 4,REPEAT:RCC1 5,REPEAT:RCC1 6,REPEAT:RCC1 7,
Q5PQN1	HECT and RLD domain containing E3 ubiquitin protein ligase 4(Herc4)	Rattus norvegicus			GO:0006511~ubiquitin-dependent protein catabolic process,GO:0007283~spermatogenesis,GO:0016567~protein ubiquitination,GO:0030154~cell differentiation,GO:0045879~negative regulation of smoothened signaling pathway,	GO:0001650~fibrillar center,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004842~ubiquitin-protein transferase activity,GO:0061630~ubiquitin protein ligase activity,	IPR000408:Reg_chr_condens,IPR000569:HECT_dom,IPR009091:RCC1/BLIP-II,IPR035983:Hect_E3_ubiquitin_ligase,	rno04120:Ubiquitin mediated proteolysis,			SM00119:HECTc,	KW-0221~Differentiation,KW-0744~Spermatogenesis,KW-0833~Ubl conjugation pathway,	KW-0963~Cytoplasm,			KW-0677~Repeat,		KW-0808~Transferase,		ACT_SITE:Glycyl thioester intermediate,DOMAIN:HECT,REPEAT:RCC1,REPEAT:RCC1 1,REPEAT:RCC1 2,REPEAT:RCC1 3,REPEAT:RCC1 4,REPEAT:RCC1 5,REPEAT:RCC1 6,REPEAT:RCC1 7,
Q8IVU3	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6(HERC6)	Homo sapiens			GO:0000209~protein polyubiquitination,GO:0002244~hematopoietic progenitor cell differentiation,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0009617~response to bacterium,GO:0016567~protein ubiquitination,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0061630~ubiquitin protein ligase activity,	IPR000408:Reg_chr_condens,IPR000569:HECT_dom,IPR009091:RCC1/BLIP-II,IPR035983:Hect_E3_ubiquitin_ligase,IPR044611:E3A/B/C-like,				SM00119:HECTc,	KW-0833~Ubl conjugation pathway,	KW-0963~Cytoplasm,			KW-0677~Repeat,		KW-0808~Transferase,		ACT_SITE:Glycyl thioester intermediate,DOMAIN:HECT,REGION:Disordered,REPEAT:RCC1,REPEAT:RCC1 1,REPEAT:RCC1 2,REPEAT:RCC1 3,REPEAT:RCC1 4,REPEAT:RCC1 5,
F4JTS8	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein(NOV)	Arabidopsis thaliana			GO:0001708~cell fate specification,GO:0009793~embryo development ending in seed dormancy,GO:0009926~auxin polar transport,GO:0010305~leaf vascular tissue pattern formation,GO:0019827~stem cell population maintenance,GO:0048364~root development,	GO:0005634~nucleus,		IPR024975:NOV_C,IPR036890:HATPase_C_sf,						KW-0539~Nucleus,							COMPBIAS:Basic and acidic residues,DOMAIN:Protein NO VEIN C-terminal,MOTIF:Nuclear localization signal 1,MOTIF:Nuclear localization signal 2,MUTAGEN:P->S: In nov-1; many auxin-dependent development defects including narrow rosette leaves with few veins. Abnormal presence of starch granules in roots columella stem cells associated with an altered maintenance of cortex/endodermis stem cells. Enhanced effect of 1-naphthylphthalamic acid (NPA), an inhibitor of polar auxin transport. Disturbed subcellular localizations of PIN1, PIN2, PIN3, PIN4 and PIN7 in leaf primordia and root tips.,REGION:Disordered,
Q08881	IL2 inducible T cell kinase(ITK)	Homo sapiens		h_ctla4Pathway:The Co-Stimulatory Signal During T-cell Activation,	GO:0001819~positive regulation of cytokine production,GO:0001865~NK T cell differentiation,GO:0002250~adaptive immune response,GO:0006468~protein phosphorylation,GO:0006968~cellular defense response,GO:0007165~signal transduction,GO:0007202~activation of phospholipase C activity,GO:0016310~phosphorylation,GO:0035556~intracellular signal transduction,GO:0042110~T cell activation,GO:0046629~gamma-delta T cell activation,GO:0050852~T cell receptor signaling pathway,GO:0050853~B cell receptor signaling pathway,	GO:0005634~nucleus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,	GO:0004715~non-membrane spanning protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR000719:Prot_kinase_dom,IPR000980:SH2,IPR001245:Ser-Thr/Tyr_kinase_cat_dom,IPR001452:SH3_domain,IPR001562:Znf_Btk_motif,IPR001849:PH_domain,IPR008266:Tyr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR011993:PH-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR020635:Tyr_kinase_cat_dom,IPR035583:ITK_SH3,IPR036028:SH3-like_dom_sf,IPR036860:SH2_dom_sf,IPR042785:ITK_PTKc,IPR043539:Grb2-like,	hsa04062:Chemokine signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04670:Leukocyte transendothelial migration,	613011~Lymphoproliferative syndrome 1,		SM00107:BTK,SM00219:TyrKc,SM00233:PH,SM00252:SH2,SM00326:SH3,	KW-0391~Immunity,KW-1064~Adaptive immunity,	KW-0539~Nucleus,KW-0963~Cytoplasm,		KW-0225~Disease variant,	KW-0727~SH2 domain,KW-0728~SH3 domain,KW-0863~Zinc-finger,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0418~Kinase,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	ACT_SITE:Proton acceptor,DOMAIN:PH,DOMAIN:Protein kinase,DOMAIN:SH2,DOMAIN:SH3,MUTAGEN:P->G: Complete loss of interaction with PPIA/CYPA.,REGION:Disordered,ZN_FING:Btk-type,
Q76M68	IQ motif and Sec7 domain ArfGEF 3(Iqsec3)	Rattus norvegicus			GO:0030036~actin cytoskeleton organization,GO:0032012~regulation of ARF protein signal transduction,GO:0051056~regulation of small GTPase mediated signal transduction,GO:0090630~activation of GTPase activity,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0014069~postsynaptic density,GO:0045211~postsynaptic membrane,GO:0060077~inhibitory synapse,GO:0098982~GABA-ergic synapse,GO:0099629~postsynaptic specialization of symmetric synapse,	GO:0005085~guanyl-nucleotide exchange factor activity,	IPR000048:IQ_motif_EF-hand-BS,IPR000904:Sec7_dom,IPR011993:PH-like_dom_sf,IPR023394:Sec7_C_sf,IPR033742:IQSEC_PH,IPR035999:Sec7_dom_sf,	rno04144:Endocytosis,			SM00222:Sec7,		KW-0770~Synapse,KW-0963~Cytoplasm,			KW-0175~Coiled coil,			KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:IQ,DOMAIN:PH,DOMAIN:SEC7,REGION:Disordered,
Q6IPM2	IQ motif containing E(IQCE)	Homo sapiens			GO:0035108~limb morphogenesis,	GO:0005929~cilium,GO:0060170~ciliary membrane,	GO:0005515~protein binding,	IPR000048:IQ_motif_EF-hand-BS,IPR027417:P-loop_NTPase,	hsa04340:Hedgehog signaling pathway,	617642~Polydactyly, postaxial, type A7,		SM00015:IQ,		KW-0472~Membrane,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0175~Coiled coil,KW-0677~Repeat,			KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:IQ 1,DOMAIN:IQ 2,REGION:Disordered,
P0DOX7	Immunoglobulin kappa light chain (IGK_HUMAN)	Homo sapiens			GO:0002250~adaptive immune response,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0019814~immunoglobulin complex,		IPR003006:Ig/MHC_CS,IPR003597:Ig_C1-set,IPR003599:Ig_sub,IPR007110:Ig-like_dom,IPR013106:Ig_V-set,IPR013783:Ig-like_fold,IPR036179:Ig-like_dom_sf,				SM00406:IGv,SM00407:IGc1,SM00409:IG,	KW-0391~Immunity,KW-1064~Adaptive immunity,	KW-0472~Membrane,KW-0964~Secreted,KW-1003~Cell membrane,KW-1280~Immunoglobulin,			KW-0393~Immunoglobulin domain,KW-0677~Repeat,			KW-1015~Disulfide bond,	DISULFID:Interchain (with a heavy chain),DOMAIN:Ig-like 1,DOMAIN:Ig-like 2,REGION:Constant (C) domain,REGION:Variable (V) domain, involved in antigen recognition,
P97812	Indian hedgehog(Ihh)	Mus musculus			GO:0001501~skeletal system development,GO:0001503~ossification,GO:0001569~branching involved in blood vessel morphogenesis,GO:0001649~osteoblast differentiation,GO:0001701~in utero embryonic development,GO:0001708~cell fate specification,GO:0001763~morphogenesis of a branching structure,GO:0001944~vasculature development,GO:0001947~heart looping,GO:0002053~positive regulation of mesenchymal cell proliferation,GO:0002062~chondrocyte differentiation,GO:0003382~epithelial cell morphogenesis,GO:0003406~retinal pigment epithelium development,GO:0003413~chondrocyte differentiation involved in endochondral bone morphogenesis,GO:0006029~proteoglycan metabolic process,GO:0006508~proteolysis,GO:0007224~smoothened signaling pathway,GO:0007267~cell-cell signaling,GO:0007275~multicellular organism development,GO:0007389~pattern specification process,GO:0008283~cell proliferation,GO:0008284~positive regulation of cell proliferation,GO:0009612~response to mechanical stimulus,GO:0009790~embryo development,GO:0009880~embryonic pattern specification,GO:0010468~regulation of gene expression,GO:0016539~intein-mediated protein splicing,GO:0016540~protein autoprocessing,GO:0030704~vitelline membrane formation,GO:0031016~pancreas development,GO:0032331~negative regulation of chondrocyte differentiation,GO:0032355~response to estradiol,GO:0032967~positive regulation of collagen biosynthetic process,GO:0033085~negative regulation of T cell differentiation in thymus,GO:0033088~negative regulation of immature T cell proliferation in thymus,GO:0033089~positive regulation of T cell differentiation in thymus,GO:0035264~multicellular organism growth,GO:0035988~chondrocyte proliferation,GO:0040008~regulation of growth,GO:0042733~embryonic digit morphogenesis,GO:0043010~camera-type eye development,GO:0043066~negative regulation of apoptotic process,GO:0045453~bone resorption,GO:0045880~positive regulation of smoothened signaling pathway,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046638~positive regulation of alpha-beta T cell differentiation,GO:0046639~negative regulation of alpha-beta T cell differentiation,GO:0048074~negative regulation of eye pigmentation,GO:0048469~cell maturation,GO:0048513~animal organ development,GO:0048557~embryonic digestive tract morphogenesis,GO:0048596~embryonic camera-type eye morphogenesis,GO:0048666~neuron development,GO:0048731~system development,GO:0048745~smooth muscle tissue development,GO:0050679~positive regulation of epithelial cell proliferation,GO:0051216~cartilage development,GO:0060135~maternal process involved in female pregnancy,GO:0060220~camera-type eye photoreceptor cell fate commitment,GO:0060323~head morphogenesis,GO:0060350~endochondral bone morphogenesis,GO:0061053~somite development,GO:0072498~embryonic skeletal joint development,GO:0090136~epithelial cell-cell adhesion,GO:0097264~self proteolysis,GO:0097421~liver regeneration,	GO:0000139~Golgi membrane,GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0031012~extracellular matrix,	GO:0005113~patched binding,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0016740~transferase activity,GO:0016787~hydrolase activity,GO:0034189~very-low-density lipoprotein particle binding,GO:0046872~metal ion binding,	IPR000320:Hedgehog_signalling_dom,IPR001657:Hedgehog,IPR001767:Hedgehog_Hint,IPR003586:Hint_dom_C,IPR003587:Hint_dom_N,IPR006141:Intein_N,IPR009045:Hedgehog_sig/DD-Pept_Zn-bd_sf,IPR036844:Hint_dom_sf,	mmu04340:Hedgehog signaling pathway,mmu05205:Proteoglycans in cancer,		PIRSF009400:Peptidase_C46,	SM00305:HintC,SM00306:HintN,		KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0964~Secreted,KW-1003~Cell membrane,			KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0217~Developmental protein,KW-0378~Hydrolase,KW-0645~Protease,KW-0808~Transferase,KW-9996~Developmental protein,	KW-0068~Autocatalytic cleavage,KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:Hint,LIPID:Cholesterol glycine ester,LIPID:N-palmitoyl cysteine,REGION:Disordered,SITE:Cleavage; by autolysis,SITE:Essential for auto-cleavage,SITE:Involved in auto-cleavage,SITE:Involved in cholesterol transfer,
Q07666	KH RNA binding domain containing, signal transduction associated 1(KHDRBS1)	Homo sapiens		h_sam68Pathway:Regulation of Splicing through Sam68,	GO:0000082~G1/S transition of mitotic cell cycle,GO:0000086~G2/M transition of mitotic cell cycle,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0007283~spermatogenesis,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045948~positive regulation of translational initiation,GO:0046831~regulation of RNA export from nucleus,GO:0046833~positive regulation of RNA export from nucleus,GO:0050852~T cell receptor signaling pathway,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0032991~macromolecular complex,GO:0070618~Grb2-Sos complex,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0008266~poly(U) RNA binding,GO:0017124~SH3 domain binding,GO:0019904~protein domain specific binding,GO:0035591~signaling adaptor activity,GO:0042169~SH2 domain binding,GO:0042802~identical protein binding,GO:0044877~macromolecular complex binding,GO:1990782~protein tyrosine kinase binding,	IPR004087:KH_dom,IPR004088:KH_dom_type_1,IPR032335:Sam68-YY,IPR032571:Qua1_dom,IPR036612:KH_dom_type_1_sf,IPR045071:BBP-like,				SM00322:KH,	KW-0131~Cell cycle,KW-0507~mRNA processing,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0729~SH3-binding,		KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Polar residues,COMPBIAS:Pro residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,DOMAIN:K Homology,DOMAIN:KH,MUTAGEN:E->A: Impairs homodimerization.,MUTAGEN:E->K: Disrupts interaction with APC.,MUTAGEN:F->S: Disrupts homodimerization, impairs influence on alternative splicing.,MUTAGEN:V->F: Disrupts binding to poly(A). Decreased binding to the BCL2L1 mRNA. Loss of function in BCL2L1 splicing. Changed nuclear localization.,MUTAGEN:Y->E: Fails to influence alternative splicing of CD44, NRXN2 and NRXN3.,MUTAGEN:Y->F: Completely blocks nuclear localization.,MUTAGEN:Y->F: No effect on the nuclear localization.,MUTAGEN:Y->K: Impairs interaction with APC.,MUTAGEN:Y->S: Impairs homodimerization.,REGION:Disordered,REGION:Interaction with HNRNPA1,REGION:Interaction with ZBTB7A,REGION:Involved in homodimerization,
Q91V33	KH RNA binding domain containing, signal transduction associated 1(Khdrbs1)	Rattus norvegicus			GO:0000086~G2/M transition of mitotic cell cycle,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0007166~cell surface receptor signaling pathway,GO:0007283~spermatogenesis,GO:0009966~regulation of signal transduction,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045948~positive regulation of translational initiation,GO:0046831~regulation of RNA export from nucleus,GO:0046833~positive regulation of RNA export from nucleus,GO:0048024~regulation of mRNA splicing, via spliceosome,GO:0050852~T cell receptor signaling pathway,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0032991~macromolecular complex,GO:0070618~Grb2-Sos complex,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0008266~poly(U) RNA binding,GO:0017124~SH3 domain binding,GO:0019904~protein domain specific binding,GO:0035591~signaling adaptor activity,GO:0042169~SH2 domain binding,GO:0042802~identical protein binding,GO:0044877~macromolecular complex binding,GO:1990782~protein tyrosine kinase binding,	IPR004087:KH_dom,IPR004088:KH_dom_type_1,IPR032335:Sam68-YY,IPR032571:Qua1_dom,IPR036612:KH_dom_type_1_sf,IPR045071:BBP-like,				SM00322:KH,	KW-0131~Cell cycle,KW-0507~mRNA processing,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0729~SH3-binding,		KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,DOMAIN:K Homology,DOMAIN:KH,REGION:Disordered,REGION:Interaction with HNRNPA1,REGION:Interaction with ZBTB7A,REGION:Involved in homodimerization,
Q9Y5W3	KLF transcription factor 2(KLF2)	Homo sapiens			GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000902~cell morphogenesis,GO:0001701~in utero embryonic development,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0032715~negative regulation of interleukin-6 production,GO:0035264~multicellular organism growth,GO:0036003~positive regulation of transcription from RNA polymerase II promoter in response to stress,GO:0040029~regulation of gene expression, epigenetic,GO:0042311~vasodilation,GO:0043249~erythrocyte maturation,GO:0045429~positive regulation of nitric oxide biosynthetic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048386~positive regulation of retinoic acid receptor signaling pathway,GO:0051247~positive regulation of protein metabolic process,GO:0060509~Type I pneumocyte differentiation,GO:0070301~cellular response to hydrogen peroxide,GO:0071347~cellular response to interleukin-1,GO:0071356~cellular response to tumor necrosis factor,GO:0071409~cellular response to cycloheximide,GO:0071498~cellular response to fluid shear stress,GO:0071499~cellular response to laminar fluid shear stress,GO:0097533~cellular stress response to acid chemical,GO:1901653~cellular response to peptide,GO:1903671~negative regulation of sprouting angiogenesis,	GO:0000785~chromatin,GO:0005634~nucleus,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0046872~metal ion binding,GO:1990837~sequence-specific double-stranded DNA binding,	IPR013087:Znf_C2H2_type,IPR036236:Znf_C2H2_sf,	hsa04068:FoxO signaling pathway,hsa04371:Apelin signaling pathway,hsa05418:Fluid shear stress and atherosclerosis,			SM00355:ZnF_C2H2,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,			KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0010~Activator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,MOTIF:9aaTAD,REGION:Disordered,REGION:Interaction with WWP1,ZN_FING:C2H2-type 1,ZN_FING:C2H2-type 2,ZN_FING:C2H2-type 3,
